"atom_id","source_dataset_id","source_row_id","domain","unit_type","primary_label","secondary_labels","anchor_entity","anchor_role","relation_label","secondary_entity","secondary_role","core_statement","attributes","tags","context_time","context_location","supports","contradicts","provenance","confidence","status","notes"
"trace_evidence_matrix__r8__a356","trace_evidence_matrix","8","trace_evidence_matrix","entry_point","tool_mark_light","[]","tool_mark_light","evidence_pattern","links_to_strength","low","probability_band","evidence_pattern tool_mark_light linked to probability_band low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 8."
"microscene_reconstruction__r8__a357","microscene_reconstruction","8","microscene_reconstruction","entry_point","chair_angle_offset","[]","chair_angle_offset","scene_cue","links_to_hypothesis","subtle_adjustment","hypothesis_type","scene_cue chair_angle_offset linked to hypothesis_type subtle_adjustment.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 8."
"perception_witness_reliability_patterns__r8__a358","perception_witness_reliability_patterns","8","perception_witness_reliability_patterns","entry_point","very_short_exposure","[]","very_short_exposure","perception_condition","links_to_reliability","low","reliability_level","perception_condition very_short_exposure linked to reliability_level low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 8."
"narrative_anomaly_interr__r8__a359","narrative_anomaly_interr","8","narrative_anomaly_interr","entry_point","omitted_peak_moment","[]","omitted_peak_moment","narrative_pattern","links_to_category","missing_climax","category","narrative_pattern omitted_peak_moment linked to category missing_climax.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 8."
"interrogation_dataset__r9__a360","interrogation_dataset","9","interrogation_dataset","entry_point","nervous_witness_mid","[]","nervous_witness_mid","situation_type","links_to_question","soft","question_level","situation_type nervous_witness_mid linked to question_level soft.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from interrogation_dataset row 9."
"forensics__r9__a361","forensics","9","forensics","entry_point","arrival_event_unobserved","[]","arrival_event_unobserved","event_type","links_to_anomaly","TMP","anomaly_type","event_type arrival_event_unobserved linked to anomaly_type TMP.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from forensics row 9."
"behavioral_anomalies__r9__a362","behavioral_anomalies","9","behavioral_anomalies","entry_point","adds_small_details_over_time","[]","adds_small_details_over_time","observable_behavior","links_to_scenario","casual_retelling","scenario_type","observable_behavior adds_small_details_over_time linked to scenario casual_retelling.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from behavioral_anomalies row 9."
"motive_patterns__r9__a363","motive_patterns","9","motive_patterns","entry_point","jealousy_claim_fairness","[]","jealousy_claim_fairness","motive_category","links_to_surface","claim_fairness","surface_motive","motive_category jealousy_claim_fairness linked to surface_motive claim_fairness.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from motive_patterns row 9."
"contradictionsV2_patterns__r9__a364","contradictionsV2_patterns","9","contradictionsV2_patterns","entry_point","sensory_line_of_sight_break","[]","sensory_line_of_sight_break","pattern_type","links_to_surface","Line_of_Sight_Break","surface_form","pattern_type sensory_line_of_sight_break linked to surface_form Line_of_Sight_Break.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from contradictionsV2_patterns row 9."
"alibi_patterns__r9__a365","alibi_patterns","9","alibi_patterns","entry_point","unclear_companion","[]","unclear_companion","alibi_pattern","links_to_issue","vague_company","issue_type","alibi_pattern unclear_companion linked to issue_type vague_company.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from alibi_patterns row 9."
"trace_evidence_matrix__r9__a366","trace_evidence_matrix","9","trace_evidence_matrix","entry_point","paint_trace_tiny","[]","paint_trace_tiny","evidence_pattern","links_to_strength","very_low","probability_band","evidence_pattern paint_trace_tiny linked to probability_band very_low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 9."
"microscene_reconstruction__r9__a367","microscene_reconstruction","9","microscene_reconstruction","entry_point","carpet_impression_light","[]","carpet_impression_light","scene_cue","links_to_hypothesis","brief_presence","hypothesis_type","scene_cue carpet_impression_light linked to hypothesis_type brief_presence.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 9."
"perception_witness_reliability_patterns__r9__a368","perception_witness_reliability_patterns","9","perception_witness_reliability_patterns","entry_point","strong_emotional_state","[]","strong_emotional_state","perception_condition","links_to_reliability","moderate","reliability_level","perception_condition strong_emotional_state linked to reliability_level moderate.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 9."
"narrative_anomaly_interr__r9__a369","narrative_anomaly_interr","9","narrative_anomaly_interr","entry_point","reordered_subplots","[]","reordered_subplots","narrative_pattern","links_to_category","segment_swap","category","narrative_pattern reordered_subplots linked to category segment_swap.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 9."
"interrogation_dataset__r10__a370","interrogation_dataset","10","interrogation_dataset","entry_point","timeline_confusion_anchor","[]","timeline_confusion_anchor","situation_type","links_to_question","neutral","question_level","situation_type timeline_confusion_anchor linked to question_level neutral.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from interrogation_dataset row 10."
"forensics__r10__a371","forensics","10","forensics","entry_point","arrival_event_conflict_log","[]","arrival_event_conflict_log","event_type","links_to_anomaly","TMP","anomaly_type","event_type arrival_event_conflict_log linked to anomaly_type TMP.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from forensics row 10."
"behavioral_anomalies__r10__a372","behavioral_anomalies","10","behavioral_anomalies","entry_point","laughs_in_tension","[]","laughs_in_tension","observable_behavior","links_to_scenario","stressful_scene","scenario_type","observable_behavior laughs_in_tension linked to scenario stressful_scene.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from behavioral_anomalies row 10."
"motive_patterns__r10__a373","motive_patterns","10","motive_patterns","entry_point","avoidance_leave_early","[]","avoidance_leave_early","motive_category","links_to_surface","leave_early","surface_motive","motive_category avoidance_leave_early linked to surface_motive leave_early.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from motive_patterns row 10."
"contradictionsV2_patterns__r10__a374","contradictionsV2_patterns","10","contradictionsV2_patterns","entry_point","environmental_disagreement","[]","environmental_disagreement","pattern_type","links_to_surface","Environmental_Disagreement","surface_form","pattern_type environmental_disagreement linked to surface_form Environmental_Disagreement.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from contradictionsV2_patterns row 10."
"alibi_patterns__r10__a375","alibi_patterns","10","alibi_patterns","entry_point","unsupported_vehicle_use","[]","unsupported_vehicle_use","alibi_pattern","links_to_issue","travel_gap","issue_type","alibi_pattern unsupported_vehicle_use linked to issue_type travel_gap.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from alibi_patterns row 10."
"trace_evidence_matrix__r10__a376","trace_evidence_matrix","10","trace_evidence_matrix","entry_point","metal_trace_small","[]","metal_trace_small","evidence_pattern","links_to_strength","low","probability_band","evidence_pattern metal_trace_small linked to probability_band low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 10."
"microscene_reconstruction__r10__a377","microscene_reconstruction","10","microscene_reconstruction","entry_point","light_source_moved","[]","light_source_moved","scene_cue","links_to_hypothesis","altered_visibility","hypothesis_type","scene_cue light_source_moved linked to hypothesis_type altered_visibility.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 10."
"perception_witness_reliability_patterns__r10__a378","perception_witness_reliability_patterns","10","perception_witness_reliability_patterns","entry_point","social_influence_group","[]","social_influence_group","perception_condition","links_to_reliability","moderate","reliability_level","perception_condition social_influence_group linked to reliability_level moderate.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 10."
"narrative_anomaly_interr__r10__a379","narrative_anomaly_interr","10","narrative_anomaly_interr","entry_point","inconsistent_closing","[]","inconsistent_closing","narrative_pattern","links_to_category","ending_shift","category","narrative_pattern inconsistent_closing linked to category ending_shift.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 10."
"interrogation_dataset__r11__a380","interrogation_dataset","11","interrogation_dataset","entry_point","timeline_confusion_segment","[]","timeline_confusion_segment","situation_type","links_to_question","neutral","question_level","situation_type timeline_confusion_segment linked to question_level neutral.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from interrogation_dataset row 11."
"forensics__r11__a381","forensics","11","forensics","entry_point","arrival_event_offset_claim","[]","arrival_event_offset_claim","event_type","links_to_anomaly","TMP","anomaly_type","event_type arrival_event_offset_claim linked to anomaly_type TMP.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from forensics row 11."
"behavioral_anomalies__r11__a382","behavioral_anomalies","11","behavioral_anomalies","entry_point","story_shorter_each_time","[]","story_shorter_each_time","observable_behavior","links_to_scenario","repeated_questioning","scenario_type","observable_behavior story_shorter_each_time linked to scenario repeated_questioning.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from behavioral_anomalies row 11."
"motive_patterns__r11__a383","motive_patterns","11","motive_patterns","entry_point","protective_instinct_stay_nearby","[]","protective_instinct_stay_nearby","motive_category","links_to_surface","stay_nearby","surface_motive","motive_category protective_instinct_stay_nearby linked to surface_motive stay_nearby.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from motive_patterns row 11."
"contradictionsV2_patterns__r11__a384","contradictionsV2_patterns","11","contradictionsV2_patterns","entry_point","object_state_misalignment","[]","object_state_misalignment","pattern_type","links_to_surface","Object_State_Misalignment","surface_form","pattern_type object_state_misalignment linked to surface_form Object_State_Misalignment.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from contradictionsV2_patterns row 11."
"alibi_patterns__r11__a385","alibi_patterns","11","alibi_patterns","entry_point","unclear_exit_path","[]","unclear_exit_path","alibi_pattern","links_to_issue","route_gap","issue_type","alibi_pattern unclear_exit_path linked to issue_type route_gap.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from alibi_patterns row 11."
"trace_evidence_matrix__r11__a386","trace_evidence_matrix","11","trace_evidence_matrix","entry_point","textile_trace_minor","[]","textile_trace_minor","evidence_pattern","links_to_strength","low","probability_band","evidence_pattern textile_trace_minor linked to probability_band low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 11."
"microscene_reconstruction__r11__a387","microscene_reconstruction","11","microscene_reconstruction","entry_point","door_position_unexpected","[]","door_position_unexpected","scene_cue","links_to_hypothesis","entry_exit_shift","hypothesis_type","scene_cue door_position_unexpected linked to hypothesis_type entry_exit_shift.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 11."
"perception_witness_reliability_patterns__r11__a388","perception_witness_reliability_patterns","11","perception_witness_reliability_patterns","entry_point","second_hand_information","[]","second_hand_information","perception_condition","links_to_reliability","low","reliability_level","perception_condition second_hand_information linked to reliability_level low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 11."
"narrative_anomaly_interr__r11__a389","narrative_anomaly_interr","11","narrative_anomaly_interr","entry_point","merged_events","[]","merged_events","narrative_pattern","links_to_category","conflated_scenes","category","narrative_pattern merged_events linked to category conflated_scenes.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 11."
"interrogation_dataset__r12__a390","interrogation_dataset","12","interrogation_dataset","entry_point","timeline_confusion_low_detail","[]","timeline_confusion_low_detail","situation_type","links_to_question","neutral","question_level","situation_type timeline_confusion_low_detail linked to question_level neutral.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from interrogation_dataset row 12."
"forensics__r12__a391","forensics","12","forensics","entry_point","arrival_event_unsure_time","[]","arrival_event_unsure_time","event_type","links_to_anomaly","TMP","anomaly_type","event_type arrival_event_unsure_time linked to anomaly_type TMP.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from forensics row 12."
"behavioral_anomalies__r12__a392","behavioral_anomalies","12","behavioral_anomalies","entry_point","speaks_quickly_segment","[]","speaks_quickly_segment","observable_behavior","links_to_scenario","timeline_discussion","scenario_type","observable_behavior speaks_quickly_segment linked to scenario timeline_discussion.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from behavioral_anomalies row 12."
"motive_patterns__r12__a393","motive_patterns","12","motive_patterns","entry_point","pride_prove_competence","[]","pride_prove_competence","motive_category","links_to_surface","prove_competence","surface_motive","motive_category pride_prove_competence linked to surface_motive prove_competence.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from motive_patterns row 12."
"contradictionsV2_patterns__r12__a394","contradictionsV2_patterns","12","contradictionsV2_patterns","entry_point","motivation_intent_reversal","[]","motivation_intent_reversal","pattern_type","links_to_surface","Intent_Reversal","surface_form","pattern_type motivation_intent_reversal linked to surface_form Intent_Reversal.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from contradictionsV2_patterns row 12."
"alibi_patterns__r12__a395","alibi_patterns","12","alibi_patterns","entry_point","incomplete_shift_reason","[]","incomplete_shift_reason","alibi_pattern","links_to_issue","weak_explanation","issue_type","alibi_pattern incomplete_shift_reason linked to issue_type weak_explanation.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from alibi_patterns row 12."
"trace_evidence_matrix__r12__a396","trace_evidence_matrix","12","trace_evidence_matrix","entry_point","plastic_fragment_small","[]","plastic_fragment_small","evidence_pattern","links_to_strength","low","probability_band","evidence_pattern plastic_fragment_small linked to probability_band low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 12."
"microscene_reconstruction__r12__a397","microscene_reconstruction","12","microscene_reconstruction","entry_point","object_missing","[]","object_missing","scene_cue","links_to_hypothesis","removed_item","hypothesis_type","scene_cue object_missing linked to hypothesis_type removed_item.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 12."
"perception_witness_reliability_patterns__r12__a398","perception_witness_reliability_patterns","12","perception_witness_reliability_patterns","entry_point","long_delay_report","[]","long_delay_report","perception_condition","links_to_reliability","low","reliability_level","perception_condition long_delay_report linked to reliability_level low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 12."
"narrative_anomaly_interr__r12__a399","narrative_anomaly_interr","12","narrative_anomaly_interr","entry_point","forgotten_segment","[]","forgotten_segment","narrative_pattern","links_to_category","blank_zone","category","narrative_pattern forgotten_segment linked to category blank_zone.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 12."
"interrogation_dataset__r13__a400","interrogation_dataset","13","interrogation_dataset","entry_point","timeline_confusion_bridge","[]","timeline_confusion_bridge","situation_type","links_to_question","neutral","question_level","situation_type timeline_confusion_bridge linked to question_level neutral.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from interrogation_dataset row 13."
"forensics__r13__a401","forensics","13","forensics","entry_point","arrival_event_unsynced","[]","arrival_event_unsynced","event_type","links_to_anomaly","TMP","anomaly_type","event_type arrival_event_unsynced linked to anomaly_type TMP.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from forensics row 13."
"behavioral_anomalies__r13__a402","behavioral_anomalies","13","behavioral_anomalies","entry_point","alternates_I_we","[]","alternates_I_we","observable_behavior","links_to_scenario","identity_discussion","scenario_type","observable_behavior alternates_I_we linked to scenario identity_discussion.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from behavioral_anomalies row 13."
"motive_patterns__r13__a403","motive_patterns","13","motive_patterns","entry_point","frustration_act_impulsively","[]","frustration_act_impulsively","motive_category","links_to_surface","act_impulsively","surface_motive","motive_category frustration_act_impulsively linked to surface_motive act_impulsively.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from motive_patterns row 13."
"contradictionsV2_patterns__r13__a404","contradictionsV2_patterns","13","contradictionsV2_patterns","entry_point","behavior_risk_logic_conflict","[]","behavior_risk_logic_conflict","pattern_type","links_to_surface","Risk_Logic_Conflict","surface_form","pattern_type behavior_risk_logic_conflict linked to surface_form Risk_Logic_Conflict.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from contradictionsV2_patterns row 13."
"alibi_patterns__r13__a405","alibi_patterns","13","alibi_patterns","entry_point","unsupported_stop","[]","unsupported_stop","alibi_pattern","links_to_issue","extra_pause","issue_type","alibi_pattern unsupported_stop linked to issue_type extra_pause.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from alibi_patterns row 13."
"trace_evidence_matrix__r13__a406","trace_evidence_matrix","13","trace_evidence_matrix","entry_point","wood_chip_small","[]","wood_chip_small","evidence_pattern","links_to_strength","low","probability_band","evidence_pattern wood_chip_small linked to probability_band low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 13."
"microscene_reconstruction__r13__a407","microscene_reconstruction","13","microscene_reconstruction","entry_point","curtain_displaced","[]","curtain_displaced","scene_cue","links_to_hypothesis","window_activity","hypothesis_type","scene_cue curtain_displaced linked to hypothesis_type window_activity.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 13."
"perception_witness_reliability_patterns__r13__a408","perception_witness_reliability_patterns","13","perception_witness_reliability_patterns","entry_point","overconfidence_memory","[]","overconfidence_memory","perception_condition","links_to_reliability","moderate","reliability_level","perception_condition overconfidence_memory linked to reliability_level moderate.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 13."
"narrative_anomaly_interr__r13__a409","narrative_anomaly_interr","13","narrative_anomaly_interr","entry_point","compressed_opening","[]","compressed_opening","narrative_pattern","links_to_category","short_intro","category","narrative_pattern compressed_opening linked to category short_intro.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 13."
"interrogation_dataset__r14__a410","interrogation_dataset","14","interrogation_dataset","entry_point","timeline_confusion_overlap","[]","timeline_confusion_overlap","situation_type","links_to_question","neutral","question_level","situation_type timeline_confusion_overlap linked to question_level neutral.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from interrogation_dataset row 14."
"forensics__r14__a411","forensics","14","forensics","entry_point","arrival_event_double_claim","[]","arrival_event_double_claim","event_type","links_to_anomaly","TMP","anomaly_type","event_type arrival_event_double_claim linked to anomaly_type TMP.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from forensics row 14."
"behavioral_anomalies__r14__a412","behavioral_anomalies","14","behavioral_anomalies","entry_point","avoids_touching_object","[]","avoids_touching_object","observable_behavior","links_to_scenario","object_handling","scenario_type","observable_behavior avoids_touching_object linked to scenario object_handling.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from behavioral_anomalies row 14."
"motive_patterns__r14__a413","motive_patterns","14","motive_patterns","entry_point","accident_fix_mistake","[]","accident_fix_mistake","motive_category","links_to_surface","fix_mistake","surface_motive","motive_category accident_fix_mistake linked to surface_motive fix_mistake.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from motive_patterns row 14."
"contradictionsV2_patterns__r14__a414","contradictionsV2_patterns","14","contradictionsV2_patterns","entry_point","emotion_inconsistency","[]","emotion_inconsistency","pattern_type","links_to_surface","Emotional_Inconsistency","surface_form","pattern_type emotion_inconsistency linked to surface_form Emotional_Inconsistency.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from contradictionsV2_patterns row 14."
"alibi_patterns__r14__a415","alibi_patterns","14","alibi_patterns","entry_point","overlapping_tasks","[]","overlapping_tasks","alibi_pattern","links_to_issue","time_capacity_gap","issue_type","alibi_pattern overlapping_tasks linked to issue_type time_capacity_gap.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from alibi_patterns row 14."
"trace_evidence_matrix__r14__a416","trace_evidence_matrix","14","trace_evidence_matrix","entry_point","smudge_partial","[]","smudge_partial","evidence_pattern","links_to_strength","very_low","probability_band","evidence_pattern smudge_partial linked to probability_band very_low.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from trace_evidence_matrix row 14."
"microscene_reconstruction__r14__a417","microscene_reconstruction","14","microscene_reconstruction","entry_point","scuff_mark_small","[]","scuff_mark_small","scene_cue","links_to_hypothesis","light_contact","hypothesis_type","scene_cue scuff_mark_small linked to hypothesis_type light_contact.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from microscene_reconstruction row 14."
"perception_witness_reliability_patterns__r14__a418","perception_witness_reliability_patterns","14","perception_witness_reliability_patterns","entry_point","competing_sources","[]","competing_sources","perception_condition","links_to_reliability","moderate","reliability_level","perception_condition competing_sources linked to reliability_level moderate.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from perception_witness_reliability_patterns row 14."
"narrative_anomaly_interr__r14__a419","narrative_anomaly_interr","14","narrative_anomaly_interr","entry_point","side_event_focus","[]","side_event_focus","narrative_pattern","links_to_category","misplaced_attention","category","narrative_pattern side_event_focus linked to category misplaced_attention.","{}","[]","","","[]","[]","{}","0.9","active","UMGG entry point from narrative_anomaly_interr row 14."
